country_name,year,FDI4,estabilidad_politica,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_corr,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom,Factor_gobernanza
Trinidad and Tobago,2015,176829744.888446,0.286114305257797,11.5,0.816,0.764,-1.98,-1.952,-1.865,0.162,0.814,4304.326,2.987,0.641,0.107409971839597
Trinidad and Tobago,2016,-23598182.380677,0.286351978778839,10.5,0.815,0.76,-1.98,-1.952,-1.865,0.095,0.814,4118.15,7.056,0.629,0.0834538052282995
Trinidad and Tobago,2017,-470882577.73977,0.276504427194595,10.5,0.817,0.754,-1.98,-1.952,-1.865,0.115,0.778,4021.829,10.657,0.612,0.102645685868109
Trinidad and Tobago,2018,-700185701.199984,0.237681373953819,10.5,0.815,0.749,-1.98,-1.952,-1.865,0.101,0.807,4034.994,7.036,0.577,0.0642907173849538
Trinidad and Tobago,2019,183972765.263861,0.100833661854267,10.5,0.821,0.748,-1.98,-1.952,-1.865,0.09,0.845,4021.643,10.645,0.57,0.0514097103422572
Uruguay,1996,136800000,0.623442530632019,43,0.723,0.866,-3.017,-1.983,0.144,0.05,0.885,4426.725,28.342,0.637,0.851256588057352
Uruguay,1997,113200000,0.929349541664124,45,0.735,0.866,-3.017,-1.983,0.144,0.05,0.885,4619.538,19.819,0.675,0.835249819023745
Uruguay,1998,164100000,0.765376150608063,45,0.744,0.875,-3.017,-1.983,0.144,0.05,0.885,4761.28,10.811,0.686,0.845760414581837
Uruguay,1999,235300000,0.487268358469009,45,0.747,0.875,-3.017,-1.983,0.144,0.05,0.885,4644.879,5.659,0.685,0.749846989287475
Uruguay,2000,262825000,0.929349541664124,43,0.753,0.875,-3.017,-2.294,0.766,0.05,0.885,4515.577,4.762,0.693,0.775123063977549
Uruguay,2001,310402928.186631,0.838327348232269,43,0.76,0.875,-2.624,-2.294,0.766,0.05,0.885,4311.053,4.357,0.707,0.866334702240055
Uruguay,2002,179852187.798716,0.838327348232269,16,0.764,0.875,-2.624,-2.294,1.505,0.05,0.885,4074.883,13.979,0.687,0.844013724549036
Uruguay,2003,402717369.251734,0.711256563663483,45,0.77,0.875,-2.624,-2.825,1.505,0.05,0.885,4062.591,19.4,0.698,0.796791167455151
Uruguay,2004,352712784.345572,0.590961158275604,45,0.77,0.876,-3.465,-2.825,0.761,0.05,0.885,4179.702,9.2,0.667,0.627817883868331
Uruguay,2005,826626704.297553,0.777662575244904,45,0.768,0.89,-3.465,-2.825,-0.14,0.05,0.885,4416.422,4.7,0.669,0.723125251224782
Uruguay,2006,1508350268.54176,0.898599565029144,43,0.768,0.891,-3.465,-2.825,-0.14,0.05,0.885,4632.786,6.4,0.653,0.749032094266758
Uruguay,2007,1358736505.93224,0.835530936717987,43,0.771,0.891,-3.465,-2.825,-0.14,0.05,0.885,4920.932,8.11,0.684,0.837513119549419
Uruguay,2008,2141969341.14865,0.845082819461823,43,0.774,0.891,-3.465,-2.825,-0.14,0.05,0.885,5343.183,7.876,0.6790404318,0.851607590790629
Uruguay,2009,1602591812.77207,0.789260983467102,64,0.78,0.893,-3.465,-2.825,-0.14,0.05,0.885,5655.504,7.064,0.6910803734,0.934777335860161
Uruguay,2010,2191067966.51532,0.824986040592194,64,0.787,0.908,-3.465,-2.825,-0.14,0.051,0.885,6119.901,6.453,0.698,0.972718483898811
Uruguay,2011,2690094196.66277,0.957096934318542,6.5,0.794,0.908,-3.465,-2.825,-0.14,0.051,0.885,6499.464,10.9,0.7,0.924495595429551
Uruguay,2012,6394069821.71275,0.709167778491974,6.5,0.798,0.908,-3.465,-2.825,-0.14,0.051,0.885,6752.809,4.357,0.699,0.853984115957115
Uruguay,2013,986930050.603523,0.804738223552704,6.5,0.805,0.906,-3.465,-2.825,-0.14,0.059,0.885,7022.877,0.667,0.697,0.852389964494914
Uruguay,2014,4085227626.74537,0.99187958240509,6.5,0.808,0.905,-3.465,-2.825,-0.14,0.059,0.885,7200.417,5.72,0.693,0.943764509492405
Uruguay,2015,2673041339.41286,1.0042382478714,6.5,0.811,0.893,-3.465,-2.825,-0.14,0.053,0.885,7283.589,2.8,0.686,0.931884175339867
Uruguay,2016,-515650078.425119,1.06258046627045,6.5,0.815,0.893,-3.465,-2.825,-0.14,0.053,0.885,7381.808,5.7,0.688,0.895208938741219
Uruguay,2017,2686509353.42749,1.05078029632568,6.5,0.819,0.885,-3.465,-2.825,-0.14,0.053,0.885,7516.341,7.876,0.697,0.840435169636046
Uruguay,2018,1726550037.27185,1.03495681285858,6.5,0.819,0.891,-3.465,-2.825,-0.14,0.053,0.885,7613.584,3.84,0.692,0.860055766723455
Uruguay,2019,1469761178.68104,1.03887915611267,6.5,0.821,0.89,-3.011,-2.825,-0.14,0.053,0.885,7648.252,8.1,0.686,0.907514172338755
"Venezuela, RB",1996,2.183e+09,-0.584048211574554,10,0.679,0.752,-2.156,-1.759,0.634,0.693,0.907,22443.174,99.876,0.545,-0.525525597814424
"Venezuela, RB",1997,6.202e+09,0.148430079221725,40,0.685,0.749,-2.156,-1.759,0.634,0.699,0.907,22632.746,50.04,0.528,0.190078533819435
"Venezuela, RB",1998,5.024e+09,-0.537716507911682,92,0.686,0.739,-1.71,-1.267,0.634,0.699,0.819,22289.238,35.782,0.54,-0.571624834779
"Venezuela, RB",1999,2.932e+09,-0.416316986083984,12,0.682,0.674,-0.545,-0.685,1.208,0.735,0.789,22214.828,23.57,0.561,-0.608418306553091
"Venezuela, RB",2000,4.703e+09,-0.758916974067688,14,0.684,0.58,0.446,0.341,1.633,0.894,0.721,23160.72,16.206,0.574,-0.575879003441287
"Venezuela, RB",2001,3.704e+09,-0.471536189317703,16.5,0.689,0.534,0.446,0.341,1.442,0.894,0.721,23497.881,12.531,0.546,-0.722451458092154
"Venezuela, RB",2002,7.61e+08,-1.31789720058441,36,0.699,0.497,0.985,0.739,3.239,0.901,0.721,23021.603,22.434,0.547,-0.913430468976296
"Venezuela, RB",2003,1.573e+09,-1.28644466400146,143,0.693,0.493,1.102,0.958,2.245,0.901,0.721,22988.735,31.091,0.548,-1.02566021631178
"Venezuela, RB",2004,1.489e+09,-1.3915855884552,143,0.707,0.478,1.102,0.78,1.879,0.908,0.721,26286.165,21.747,0.467,-1.01353628686448
"Venezuela, RB",2005,2.45e+09,-1.24433243274689,143,0.721,0.477,1.321,0.889,1.563,0.929,0.672,30163.522,15.955,0.452,-0.995015839101279
"Venezuela, RB",2006,1.98e+08,-1.25286757946014,143,0.732,0.451,1.321,0.703,1.677,0.929,0.633,33870.388,13.654,0.446,-1.11427903216056
"Venezuela, RB",2007,4.358e+09,-1.2296701669693,142,0.749,0.439,2.009,0.854,3.119,0.942,0.633,37270.294,18.703,0.479,-1.23522919116674
"Venezuela, RB",2008,2.083e+09,-1.31243884563446,141,0.756,0.434,2.009,0.697,1.496,0.942,0.633,40047.033,30.37,0.4471070825,-1.277846729318
"Venezuela, RB",2009,-1.137e+09,-1.27778947353363,141,0.756,0.433,2.009,0.95,1.719,0.946,0.633,39775.547,27.081,0.399159377,-1.26506032491998
"Venezuela, RB",2010,1.583e+09,-1.25623667240143,141,0.755,0.423,2.009,1.301,1.781,0.953,0.583,41556.902,29.179,0.371,-1.32228026026992
"Venezuela, RB",2011,5.855e+09,-1.09404599666595,141,0.762,0.418,2.009,1.64,1.438,0.957,0.583,43749.382,13.5,0.376,-1.30983735802635
"Venezuela, RB",2012,4.986e+09,-1.02713263034821,144,0.767,0.411,2.009,1.822,1.931,0.957,0.583,44865.55,108.893,0.381,-1.33252207838534
"Venezuela, RB",2013,2.145e+09,-1.07763242721558,144,0.774,0.333,2.232,2.025,2.519,0.967,0.656,43458.09,27.081,0.361,-1.39270464483548
"Venezuela, RB",2014,1.135e+09,-0.852002203464508,144,0.77,0.317,2.168,2.224,3.799,0.965,0.656,35852.434,5.753,0.363,-1.5096470326455
"Venezuela, RB",2015,2.956e+09,-0.977180898189545,186,0.767,0.303,2.105,2.456,2.45,0.9,0.656,24559.855,108.893,0.343,-1.57902211169718
"Venezuela, RB",2016,1.587e+09,-1.02460360527039,230,0.757,0.295,2.105,2.774,2.862,0.851,0.656,14229.993,282.38,0.337,-1.71020525152705
"Venezuela, RB",2017,-6.8e+07,-1.27208209037781,230,0.744,0.235,2.433,3.079,3.741,0.854,0.637,6828.441,4146.01,0.27,-1.74744524049452
"Venezuela, RB",2018,8.86e+08,-1.35114586353302,230,0.738,0.216,2.433,2.979,2.015,0.908,0.694,4533.527,302.117,0.252,-1.89358877562153
"Venezuela, RB",2019,-1.278e+09,-1.53677773475647,230,0.721,0.209,2.069,2.335,1.614,0.951,0.694,3113.377,4.747,0.259,-1.90440840910757
