country_name,year,FDI4,estabilidad_politica,tiempo_negocios,hdi,v2x_polyarchy,v2cacamps,v2caviol,v2cagenmob,v2x_corr,v2xcl_prpty,e_gdp,e_miinflat,economic_freedom,Factor_gobernanza
Thailand,2004,5860255942.60102,-0.717405676841736,35,0.697,0.549,0.633,1.728,-1.186,0.697,0.771,73369.02,2.759,0.637,0.211138391112568
Thailand,2005,8215637195.30001,-0.870126605033875,35,0.706,0.526,1.579,1.728,0.876,0.697,0.771,77184.822,4.54,0.625,0.22664137203784
Thailand,2006,8917470351.2,-1.13020014762878,35,0.712,0.24,2.939,2.099,2.71,0.697,0.771,80991.34,4.637,0.633,0.125775072001254
Thailand,2007,8633903440.6,-1.11284792423248,35,0.724,0.188,2.166,1.327,-0.079,0.69,0.771,85634.941,2.242,0.635,0.0565251197654568
Thailand,2008,8561557724.60001,-1.27209329605103,35,0.727,0.412,2.793,2.422,1.934,0.694,0.771,87513.404,5.468,0.6230798387,0.0138231749964144
Thailand,2009,6411458544.60001,-1.42447113990784,34,0.73,0.424,2.793,2.422,1.042,0.7,0.771,89813.576,-0.846,0.630300828,0.0037783832091424
Thailand,2010,14746672919.6,-1.44278836250305,34,0.737,0.421,2.793,2.63,2.166,0.703,0.771,94565.956,3.047,0.641,-0.0285755933546028
Thailand,2011,2473685995.7,-1.13353371620178,32,0.743,0.469,2.793,2.462,-0.04,0.703,0.771,98027.799,1.562,0.647,-0.0141184127286159
Thailand,2012,12899036062.7558,-1.21663069725037,31,0.746,0.502,2.793,2.462,0.063,0.703,0.771,103451.16,5.583,0.649,0.0205851269863276
Thailand,2013,15935960664.8073,-1.31168270111084,31,0.747,0.44,2.484,1.713,3.141,0.708,0.766,106052.06,44.357,0.641,0.0420750525452224
Thailand,2014,4975455660.4459,-0.906386315822601,31,0.778,0.153,2.32,1.626,2.102,0.737,0.766,107479.304,0.699,0.633,-0.00269380589275769
Thailand,2015,8927579182.16217,-0.994429290294647,31,0.781,0.147,1.799,0.786,-0.867,0.732,0.766,111024.139,0.587,0.624,0.015135136185373
Thailand,2016,3486184390.30069,-0.988581418991089,29,0.785,0.15,1.249,0.535,-0.737,0.732,0.648,114122.714,4.169,0.639,0.0786604578022134
Thailand,2017,8285169819.69135,-0.752844870090485,6,0.79,0.142,1.199,0.535,-0.737,0.732,0.654,118278.499,4.235,0.662,0.100914534264081
Thailand,2018,13747219811.1792,-0.79967188835144,6,0.795,0.164,1.711,0.535,-0.34,0.732,0.654,122207.576,5.343,0.671,0.0840091010780638
Thailand,2019,5518708214.48255,-0.483683407306671,6,0.804,0.207,1.9,0.558,-0.101,0.74,0.654,124869.52,1.471,0.683,0.133968341840838
Vietnam,1996,2.395e+09,0.525695502758026,18,0.55,0.155,-0.063,-1.159,0.935,0.507,0.438,16758.435,7.812,0.402,-0.434700875114233
Vietnam,1997,2.22e+09,0.262547045946121,81.5,0.56,0.155,-0.063,-0.721,1.117,0.507,0.438,18211.288,17.866,0.386,-0.699391052833254
Vietnam,1998,1.671e+09,0.319004893302917,39.5,0.569,0.156,-0.063,-1.175,0.947,0.512,0.438,19298.211,4.625,0.404,-0.373917175628928
Vietnam,1999,1.412e+09,0.319004893302917,60,0.578,0.156,-0.063,-1.175,0.947,0.512,0.438,20173.019,11.704,0.427,-0.449379559614797
Vietnam,2000,1.298e+09,0.408773571252823,72.5,0.588,0.153,-0.185,-1.387,0.975,0.524,0.479,21360.853,8.802,0.437,-0.357150353193634
Vietnam,2001,1.3e+09,0.353681147098541,36,0.598,0.153,-0.185,-1.387,0.975,0.524,0.504,22782.95,4,0.443,-0.453851854194141
Vietnam,2002,1.4e+09,0.353681147098541,6,0.608,0.15,-0.185,-1.387,0.975,0.524,0.504,24295.62,6.2,0.456,-0.536588055932026
Vietnam,2003,1.45e+09,0.126424372196198,61,0.617,0.148,-0.185,-1.387,0.975,0.524,0.504,25982.649,2.8,0.462,-0.484993039172183
Vietnam,2004,1.61e+09,0.150153517723083,47,0.625,0.149,-0.185,-1.387,0.975,0.524,0.504,27978.118,5.982,0.461,-0.517621118031409
Vietnam,2005,1.954e+09,0.484037667512894,41,0.633,0.149,-0.185,-1.387,0.975,0.537,0.569,30106.819,1.222,0.481,-0.332345679773528
Vietnam,2006,2.4e+09,0.405120253562927,46,0.641,0.149,-0.185,-1.387,1.155,0.537,0.569,32307.099,2.027,0.505,-0.438086009358208
Vietnam,2007,6.7e+09,0.251871973276138,37,0.648,0.15,-0.185,-1.387,1.155,0.537,0.569,34579.747,3.5,0.498,-0.394251355472986
Vietnam,2008,9.579e+09,0.165260821580887,37,0.653,0.15,-0.185,-1.387,0.952,0.537,0.569,36742.302,0.057,0.5041450425,-0.396862751646801
Vietnam,2009,7.6e+09,0.271775960922241,37,0.658,0.149,-0.185,-1.387,0.952,0.537,0.569,38802.121,3.5,0.5096658137,-0.407862487097756
Vietnam,2010,8e+09,0.148407876491547,36,0.663,0.149,-0.185,-1.387,0.952,0.537,0.569,41692.481,16.468,0.498,-0.442939154191393
Vietnam,2011,7.43e+09,0.189088448882103,36,0.668,0.15,-0.185,-1.387,1.191,0.537,0.569,44491.455,8.3,0.516,-0.411564676803497
Vietnam,2012,8.368e+09,0.267358660697937,32,0.672,0.149,-0.185,-1.387,1.191,0.537,0.569,47150.448,2.027,0.513,-0.42108842957197
Vietnam,2013,8.9e+09,0.25057727098465,34,0.676,0.149,-0.185,-1.387,0.993,0.489,0.597,49787.523,7.03,0.51,-0.38892145753694
Vietnam,2014,9.2e+09,-0.0223473571240902,34,0.68,0.149,-0.185,-1.387,1.204,0.489,0.597,53144.974,4.198,0.508,-0.25751154120374
Vietnam,2015,1.18e+10,0.0699704885482788,20,0.684,0.15,-0.185,-1.387,1.006,0.489,0.597,56449.234,-1.4,0.517,-0.198986637334764
Vietnam,2016,1.26e+10,0.233591929078102,24,0.688,0.153,-0.185,-1.387,1.193,0.489,0.597,60024.076,3.583,0.54,-0.0291639881335951
Vietnam,2017,1.41e+10,0.230203792452812,22,0.692,0.153,-0.185,-1.387,1.005,0.468,0.67,64273.766,-1.409,0.524,-0.0601953546840107
Vietnam,2018,1.55e+10,0.05850875005126,17,0.697,0.151,-0.185,-1.387,1.181,0.468,0.67,68613.592,1.163,0.531,-0.0722052203089361
Vietnam,2019,1.612e+10,0.0254955869168043,16,0.703,0.149,-0.185,-1.387,1.01,0.465,0.67,71416.028,3.583,0.553,-0.0719801805484599
